t,value
1.3800000000000001,0.015967732927547437
1.3900000000000001,0.11118400117590696
1.4000000000000001,0.1986531318856219
1.41,0.2579292363540349
1.42,0.34628282325815607
1.43,0.44753062731354143
1.44,0.4819330006386142
1.45,0.614349568923933
1.46,0.6625081417092958
1.47,0.754042311249165
1.48,0.8508055049405288
1.49,0.9573912943135376
1.5,-0.9991605815487627
1.51,-0.940322948724174
1.52,-0.8264077046229468
1.53,-0.6891439568425772
1.54,-0.6657114551568376
1.55,-0.6019408951940131
1.56,-0.5005964026622467
1.57,-0.4041336608265975
1.58,0.7044969464584063
1.59,0.7953746110399742
1.6,0.8814301504130257
1.61,1.0015096454261485
1.62,1.1353685574715782
1.6300000000000001,0.06545917567464221
1.6400000000000001,0.16028892066069647
1.6500000000000001,0.19473669322234824
1.6600000000000001,0.29837352669772244
1.67,0.39964917396812827
1.68,0.45108044117594825
1.69,0.527195510240254
1.7,0.5633270710228009
1.71,0.684453735937065
1.72,0.7772872826951676
1.73,0.8273238484085833
1.74,2.1656246357177187
1.75,-1.0165200101264251
1.76,-0.8754679968469541
1.77,-0.8586988088084224
1.78,-0.7416995838297297
1.79,-0.6964996096688696
1.8,-0.6216780147770501
1.81,-0.5249146322053115
1.82,-0.42556980523972726
1.83,-0.39170799358240765
1.84,-0.2795194375573827
1.85,-0.23391139567527883
1.86,-0.16784861060548542
1.87,-0.0722517229528983
1.8800000000000001,0.06239177979868578
1.8900000000000001,0.13842162648937065
1.9000000000000001,0.18497232625966145
1.9100000000000001,0.2995537446196295
1.92,0.3891596517328286
1.93,0.4007791858418888
1.94,0.5038984529836847
1.95,0.6080132384112507
1.96,0.6708259994631185
1.97,0.75085713093448
1.98,0.8820719726762515
1.99,0.9543519592682325
2.0,-1.0210288133816927
2.0100000000000002,-0.905951692038292
2.02,-0.8396714227090094
2.0300000000000002,-0.6972898745699931
2.04,-0.6414289006215821
2.05,-0.6514784238951191
2.06,-0.5219914600890061
2.07,-0.4089275671778226
2.08,-0.3762725359919321
2.09,-0.31458000704569516
2.1,-0.1861399269414266
2.11,-0.11640967807085206
2.12,-0.06271874196461305
2.13,0.0661844994424047
2.14,0.15029701381441746
2.15,0.17492177162044592
2.16,0.26901234047926237
2.17,0.3908458346448584
2.18,0.4625968212086278
2.19,0.4537754421677534
2.2,0.6080568169800568
2.21,0.7230241979715929
2.22,0.7358920003568323
2.23,0.8674118446503766
2.24,0.9349707546443701
2.25,-1.0373368308054132
2.2600000000000002,-0.9526378070519055
2.27,-0.8198609482403787
2.2800000000000002,-0.7018724148657659
2.29,-0.6902818945230218
2.3000000000000003,-0.5864986967886997
2.31,-0.5164357562530646
2.32,-0.4188683936343683
2.33,-0.31757711300488195
2.34,-0.2562712694983558
2.35,-0.25139771936766153
2.36,-0.12338836142049642
2.37,-0.02366039100605561
2.38,0.024882890271838858
2.39,0.08124177683503492
2.4,0.15468322773891957
2.41,0.2588515161016622
2.42,0.34557621614240586
2.43,0.4692574896567312
2.44,0.5459356106774584
2.45,0.5945543903330394
2.46,0.6764193320545228
2.47,0.7903936897667231
2.48,0.8376341806285527
2.49,0.9507946280577371
2.5,-1.0208422556748757
2.5100000000000002,-0.8725109389223962
2.52,-0.7409942509113037
2.5300000000000002,-0.7544677977746562
2.54,-0.6949131325826625
2.5500000000000003,-0.6023283698146977
2.56,-0.49362229411245917
2.57,-0.42291762643257425
2.58,-0.32304135465051864
2.59,-0.28100818324976984
2.6,-0.22337600103653812
2.61,-0.1557305867557291
2.62,-0.08948201079515902
2.63,0.018938972301313417
2.64,0.1308251883277945
2.65,0.1985280113966706
2.66,0.3282461777944795
2.67,0.38086297947858716
2.68,0.4730468746800851
2.69,0.5466495147015893
2.7,0.5612809304074969
2.71,0.6853376815314712
2.72,0.7908082336274828
2.73,0.9316325490023247
2.74,0.8970793764438069
2.75,-0.9672488252528929
2.7600000000000002,-0.9335956624971407
2.77,-0.8297688244820218
2.7800000000000002,0.6595312720363227
2.79,0.7949790191805468
2.8000000000000003,0.8319668232713142
2.81,-0.5585521050549693
2.82,-0.45290894539573817
2.83,-0.27552036633584126
2.84,-0.24262994173246416
2.85,-0.22029168342173674
2.86,-0.12040159824880528
2.87,-0.05448345695839472
2.88,0.04395325527833824
2.89,0.13985503770812044
2.9,0.16907124730535783
2.91,0.28383163289605545
2.92,0.3313848980524208
2.93,0.4069702425106738
2.94,0.505269081664362
2.95,0.545606273526609
2.96,0.6444150604975877
2.97,0.7765524476937616
2.98,0.8585043569408304
2.99,0.9418293863490426
3.0,-0.9969678925532042
3.0100000000000002,-0.9483648114127772
3.02,-0.8312239791416337
3.0300000000000002,-0.7341476358421215
3.04,-0.6524921042960002
3.0500000000000003,-0.5858316998898632
3.06,-0.5065114263336892
3.0700000000000003,-0.4749630256777652
3.08,-0.38033621321344935
3.09,-0.2668037203552927
3.1,-0.2022760558336382
3.11,-0.08222227071841948
3.12,-0.03495037846761533
3.13,0.01795802227286032
3.14,0.12740916033890715
3.15,0.1797857166051572
3.16,0.26883214881580325
3.17,0.3575134850525146
3.18,0.4842261968137649
3.19,0.4844860914680297
3.2,0.6286003678384285
3.21,0.6630044303970926
3.22,0.7533507069737272
3.23,0.8318490424859455
3.24,0.9023042327329359
3.25,-1.0035082222287748
3.2600000000000002,-0.9030792818672149
3.27,-0.8363845641184371
3.2800000000000002,-0.7759649184153995
3.29,-0.6953939945637342
3.3000000000000003,-0.5601371116520392
3.31,-0.5401054087878783
3.3200000000000003,-0.423109087982152
3.33,-0.3830987101501608
3.34,-0.30390898368601627
3.35,-0.23603728637014842
3.36,-0.17577875844939958
3.37,-0.08279205199595695
3.38,0.05884841839389317
3.39,0.09622412239711385
3.4,0.19290141311306166
3.41,0.265410482451071
3.42,0.38375099095096743
3.43,0.479226186116335
3.44,0.48148479522185716
3.45,0.6192273250702371
3.46,0.6639910703595281
3.47,0.7259084868051132
3.48,0.8300974940602412
3.49,0.9064329839953656
3.5,-1.046697780768265
3.5100000000000002,-0.9158502467774973
3.52,-0.8371759352996102
3.5300000000000002,-0.7531840027704239
3.54,-0.6900675534797887
3.5500000000000003,-0.613523847351343
3.56,-0.5057481674980882
3.5700000000000003,-0.4331722642757387
3.58,-0.3669861483546822
3.59,-0.2666705635633149
3.6,-0.2432026481489894
3.61,-0.08289553897912513
3.62,-0.06815145280717738
3.63,0.04529315109006387
3.64,0.14038811388386196
3.65,0.19805904288512632
3.66,0.31957189336939595
3.67,0.39948950683552575
3.68,0.41606618755189123
3.69,0.4873904681376786
3.7,0.6228506607678409
3.71,0.6666052907899166
3.72,0.742597552643098
3.73,0.7975736911115638
3.74,0.9126104172205786
3.75,-0.9496001801383112
3.7600000000000002,-0.8975482477540888
3.77,-0.8154946139186807
3.7800000000000002,-0.8102719624216442
3.79,-0.640308893233735
3.8000000000000003,-0.6554380007449222
3.81,-0.5017350908058025
3.8200000000000003,-0.43154842842434443
3.83,-0.3385680500554899
3.84,-0.3014066592782804
3.85,-0.18695343372848805
3.86,-0.16692026689054296
3.87,-0.016128139847124273
3.88,0.01090240594287788
3.89,0.12249628318394201
3.9,0.23081652533966635
3.91,0.24644191591649908
3.92,0.38936965869546214
3.93,0.42251989631202275
3.94,0.4936338434546175
3.95,0.6194108915668797
3.96,0.648919103818935
3.97,0.8038483953107839
3.98,0.8345302527138851
3.99,0.8810911520495199
4.0,-0.9268858839509209
4.01,-0.9420251671210519
4.0200000000000005,-0.8452656124072674
4.03,-0.7635638564740647
4.04,-0.6911466968707941
4.05,-0.6102682340233572
4.0600000000000005,-0.515180410233215
4.07,-0.48268060400767065
4.08,-0.3623023381742088
4.09,-0.2893680888764499
4.1,-0.16970102633632347
4.11,-0.14709178245200671
4.12,-0.05137621513774483
4.13,0.049959325273505883
4.14,0.14563257449929123
4.15,0.20149484848374508
4.16,0.23781881414320985
4.17,0.3837551453913148
4.18,0.4628072497063343
4.19,0.48724626339438476
4.2,0.5891039363979305
4.21,0.6420814342632473
4.22,0.7806726250424748
4.23,0.8818010383329157
4.24,0.9442035655276103
4.25,-0.9898568562613277
4.26,-0.9275994907060207
4.2700000000000005,-0.7569403733585266
4.28,-0.8040990919266489
4.29,-0.6590544956001816
4.3,-0.5568665780522611
4.3100000000000005,-0.5046961782249846
4.32,-0.4341668329362025
4.33,-0.3414165825226989
4.34,-0.2707365436058872
4.3500000000000005,-0.1681373417989515
4.36,-0.09520294664814752
4.37,-0.084143036104022
4.38,0.059169293628014555
4.39,0.11621179967197401
4.4,0.2136969932716441
4.41,0.291990969640555
4.42,0.4301972432052344
4.43,0.436386636268822
4.44,0.5591064335618692
4.45,0.6304471498589852
4.46,0.6625493607969304
4.47,0.8002586144670498
4.48,0.8125520651523866
4.49,0.9247577454713996
4.5,-0.9936496494790886
4.51,-0.8991434269819791
4.5200000000000005,-0.7847292893784437
4.53,-0.7505857475909469
4.54,-0.6821009871571037
4.55,-0.5393043701280335
4.5600000000000005,-0.5415505681304166
4.57,-0.5152806860885468
4.58,-0.33599835524760624
4.59,-0.3033789841981862
4.6000000000000005,-0.1503966205224363
4.61,-0.11243128793458988
4.62,-0.042229736544804296
4.63,0.06928516910179297
4.64,0.10391009350587219
4.65,0.21422214291524844
4.66,2.1194346428215374
4.67,2.1354826121704376
4.68,2.2163273466022737
4.69,2.3181350501742375
4.7,2.379888606654048
4.71,0.630436180389113
4.72,0.7707000775633669
4.73,0.8168818064661911
4.74,0.8655093013523982
4.75,-0.9505420283715045
4.76,-0.9795841789714346
4.7700000000000005,-0.8270523527811396
4.78,-0.7447875711313419
4.79,-0.655206740826258
4.8,-0.6557767639052303
4.8100000000000005,-0.5546110182039721
4.82,-0.4731375997690476
4.83,-0.33502628354885955
4.84,-0.2981908788011798
4.8500000000000005,-0.20227000308824175
4.86,-0.1034817702076136
4.87,-0.08222933497635068
4.88,0.07958080934058015
4.89,0.15693535199546238
4.9,0.20291091483248933
4.91,0.2685801901514608
4.92,0.33367112110583463
4.93,0.43040164030694195
4.94,0.5821343754939537
4.95,0.5979603014370277
4.96,0.6924572780590628
4.97,0.7205883584719205
4.98,0.7890516602001211
4.99,0.9290042668142383
5.0,-1.0066145337854524
5.01,-0.8984920681163688
5.0200000000000005,-0.8389734261779415
5.03,-2.011545455743707
5.04,-1.9594525251712955
5.05,-1.8579911816647185
5.0600000000000005,-1.8205099810920293
5.07,-1.655659022934332
5.08,-0.34456502222815766
5.09,-0.21408754555373882
5.1000000000000005,-0.2412052488109894
5.11,-0.0922446919574669
5.12,-0.004564174839103645
5.13,0.06451894136409086
5.14,0.10715050552607272
5.15,0.2031887929386237
5.16,0.3291085247864153
5.17,0.38997119740713104
5.18,0.4281631988691325
5.19,0.5090045482947138
5.2,0.6124112763013958
5.21,0.6873918703545489
5.22,0.7238191246094836
5.23,0.8129199265574024
5.24,0.9156687572206184
5.25,-1.0489960755532732
5.26,-0.8615665459054351
5.2700000000000005,-0.8550903292948957
5.28,-0.7182644100270814
5.29,-0.6198237726632235
5.3,-0.5920959308237513
5.3100000000000005,-0.5419308432813779
5.32,-0.44036808224348095
5.33,-0.3460076320074791
5.34,-0.2639472721441172
5.3500000000000005,-0.18593577110729745
5.36,-0.12546516322490553
5.37,-0.0639358352138435
5.38,0.10309859064121332
5.39,0.09443060548216138
5.4,0.137341069494527
5.41,0.2789174942902364
5.42,0.45493194988572216
5.43,0.42913639468973225
5.44,0.5047155743487467
5.45,0.6091032628396763
5.46,0.6996493523797931
5.47,0.8146467170982298
5.48,0.8560394914607077
5.49,0.960389727800994
5.5,-1.0355419521411917
5.51,-0.9388382501211122
5.5200000000000005,-0.8349140117642851
5.53,-0.7903026427459247
5.54,-0.6559563813446403
5.55,-0.6323053569716008
5.5600000000000005,-0.5015745249466699
5.57,-0.49960177403366146
5.58,-0.3771088186412493
5.59,-0.30713340911177667
5.6000000000000005,-0.2431690684922822
5.61,-0.14503415371750356
5.62,-0.04342688941230651
5.63,0.04749198331341267
5.64,0.13410557449019425
5.65,0.1994501254793318
5.66,0.26431545965184006
5.67,0.3442404781482604
5.68,0.40661560100794764
5.69,0.5015355254969428
5.7,0.6033595692586593
5.71,0.6710799320964921
5.72,0.7468612964201463
5.73,0.830107378192589
5.74,0.8956681749674588
5.75,-0.9848377720091207
5.76,-0.9266890295222474
5.7700000000000005,-0.8354426073181467
5.78,-0.729723975659558
5.79,-0.7149408979733503
5.8,-0.5731537661131841
5.8100000000000005,-0.48403060423661676
5.82,-0.4624288863171414
5.83,-0.40350635990006245
5.84,-0.2816708625008113
5.8500000000000005,-0.23798583574496318
5.86,-0.09632424538259522
5.87,-0.043572983795893375
5.88,0.07659596824485683
5.89,0.09338261613031512
5.9,0.18651565341009438
5.91,0.26025730758844945
5.92,0.3374045037455053
5.93,0.4314582471977629
5.94,0.4908964532173997
5.95,0.5790097763793919
5.96,0.6381777467246517
5.97,0.7355063242557909
5.98,0.7910214360440471
5.99,0.8704270475351519
6.0,-1.0310925796892385
6.01,-0.9573927613731105
6.0200000000000005,-0.8631973016345174
6.03,-0.7574443702565639
6.04,-0.668469591803886
6.05,-0.5955717024758892
6.0600000000000005,-0.5221216475965029
6.07,-0.4920057160613983
6.08,-0.3435391760163797
6.09,-0.3354753082973243
6.1000000000000005,-0.17531105368650932
6.11,-0.14335694529868864
6.12,-0.05591927389860393
6.13,0.052912255690525704
6.140000000000001,0.12093948037403592
6.15,0.19865825456966726
6.16,0.24647885011849519
6.17,0.36386502550436556
6.18,0.43583179656323284
6.19,0.48341721588626624
6.2,0.5610474415983062
6.21,0.6700650271164289
6.22,0.7445035591827617
6.23,0.8307937119224341
6.24,0.9140458995802282
6.25,-1.0130937652183671
6.26,-0.8888567691909444
6.2700000000000005,-0.8363770369988447
6.28,-0.7040720342702219
6.29,-0.595032568743554
6.3,-0.5804805388705984
6.3100000000000005,-0.5202136961866457
6.32,-0.44221450648587746
6.33,-0.344049901942871
6.34,-0.29086989492353055
6.3500000000000005,-0.21425495686525955
6.36,-0.05887426368589968
6.37,-0.043389425106141855
6.38,0.025380287222701154
6.390000000000001,0.05996001117511561
6.4,0.20775167936286523
6.41,0.26809702097060345
6.42,0.3549999641154528
6.43,0.4333624390172723
6.44,0.49541613421912933
6.45,0.5732354827630537
6.46,0.6852906986561303
6.47,0.7363770162915602
6.48,0.8725026958489028
6.49,0.9369816619099834
6.5,-1.0261807482391865
6.51,-0.9084340001963459
6.5200000000000005,-0.7972353459016148
6.53,-0.7355656310090026
6.54,-0.7107381135548495
6.55,-0.6198782220075866
6.5600000000000005,-0.5672261864169594
6.57,-0.4430360810436682
6.58,-0.37057699690349666
6.59,-0.27647734173840616
6.6000000000000005,-0.2092913010228773
6.61,-0.16145053824223812
6.62,-0.05229657621592411
6.63,-0.009311142539049848
6.640000000000001,0.1073427679310842
6.65,0.22117002889650292
6.66,0.3022350948602795
6.67,0.40756824357558624
6.68,0.4659421745779035
6.69,0.5577849070005
6.7,0.6076674558081067
6.71,0.7024682950062732
6.72,0.8103438994044034
6.73,0.8795322036925594
6.74,0.8716258091980532
6.75,-0.9972096560854316
6.76,0.817474642763827
6.7700000000000005,0.8633349043011571
6.78,0.9577258171264708
6.79,1.0780342359194317
6.8,-0.5760958130265512
6.8100000000000005,-0.533762814119719
6.82,-0.4433184644323454
6.83,-0.3672070030327172
6.84,-0.2670355364547193
6.8500000000000005,-0.16822072267960542
6.86,-0.16184871374300797
6.87,-0.03890747856380154
6.88,0.032383988806773435
6.890000000000001,0.13233897816556311
6.9,0.17804397265886082
6.91,0.2310361805369134
6.92,0.38536891220660857
6.93,0.4164155957060352
6.94,0.5327406646715706
6.95,0.6356627699714357
6.96,0.7226815266196788
6.97,0.7769492618231759
6.98,0.850345129881521
6.99,0.9316039787073692
7.0,-1.0270735223504721
7.01,-0.8983083246103888
7.0200000000000005,-0.9026904966512863
7.03,-0.8041613289466923
7.04,-0.6499781032861718
7.05,-0.6190529966292113
7.0600000000000005,-0.49956636005485316
7.07,-0.44442615812317415
7.08,-0.3491367616368546
7.09,-0.2498117219509649
7.1000000000000005,-0.1667521044743665
7.11,-0.0736706376236296
7.12,-0.02729720919238697
7.13,0.04205849219964351
7.140000000000001,0.13486744183667437
7.15,0.16014845097785507
7.16,0.2332095027654961
7.17,0.3337124844669199
7.18,0.4238002162235214
7.19,0.5166880845205118
7.2,0.5878720046915341
7.21,0.69380542870995
7.22,0.7421340247435113
7.23,0.8690022617440456
7.24,0.920363436025002
7.25,-0.9903346391166074
7.26,-0.99221033885529
7.2700000000000005,-0.830690131755783
7.28,-0.8509059451336827
7.29,-0.6791163104416764
7.3,-0.6215460558957924
7.3100000000000005,-0.5171181047927194
7.32,-0.42408739603648743
7.33,-0.36136682725445707
7.34,-0.2704353604228742
7.3500000000000005,-0.15998947135898386
7.36,-0.11444654752044645
7.37,-0.03927166933398088
7.38,0.11468462369433616
7.390000000000001,0.14404509325805606
7.4,0.179147997020529
7.41,0.3074266655516465
7.42,0.3513212642050718
7.43,0.41570928790449563
7.44,0.5554332869396286
7.45,0.5560328879333524
7.46,0.7102449153497914
7.47,0.7222818472427825
7.48,0.7940351045798243
7.49,0.8980204893239988
7.5,0.2594454189475782
7.51,0.36489781955995937
7.5200000000000005,0.4223859125840159
7.53,0.46420243298828956
7.54,-0.676508533882949
7.55,-0.6018683330453298
7.5600000000000005,-0.5375491104241676
7.57,-0.4385178413694277
7.58,-0.35154148421421716
7.59,-0.29365003798216094
7.6000000000000005,-0.2126471267858298
7.61,-0.1216786452489666
7.62,-0.07722985479541214
7.63,-0.002569283344451556
7.640000000000001,0.1750903018022745
7.65,0.22726443386453804
7.66,0.324689120942695
7.67,0.37506544932863983
7.68,0.45555804285647944
7.69,0.5154703560586329
7.7,0.6539510391322996
7.71,0.6394355783119176
7.72,0.7489640412160459
7.73,0.8041363062047197
7.74,0.9153846075696169
7.75,-0.9933424206513907
7.76,-0.9544443494066368
7.7700000000000005,-0.8551706731035618
7.78,-0.7691232000548317
7.79,-0.7049717267289782
7.8,-0.6516047894787305
7.8100000000000005,-0.5126887812532995
7.82,-0.43477557069897277
7.83,-0.3822147164940769
7.84,-0.3161074663579178
7.8500000000000005,-0.19774495134500103
7.86,-0.12022533412281994
7.87,-0.06786177867195536
7.88,0.04601771784247644
7.890000000000001,0.13817471908088114
7.9,0.23520391416973574
7.91,0.2969622923792164
7.92,0.28238336598102487
7.930000000000001,0.45011633597500594
7.94,0.5093397864700558
7.95,0.540993311786935
7.96,0.6337856568016147
7.97,0.8148582627261806
7.98,0.859883962178423
7.99,0.9909036673067376
8.0,-1.050386668842524
8.01,-0.8861625522719857
8.02,-0.8705506732275043
8.03,-0.7466268663480211
8.040000000000001,-0.6417949125731861
8.05,-0.5903858956656942
8.06,-0.5120427208291707
8.07,-0.4285372184157968
8.08,-0.3248394660647296
8.09,-0.2831413321913811
8.1,-0.1749804097448332
8.11,-0.11213873620072616
8.120000000000001,-0.015619267113384645
8.13,0.05188661721550504
8.14,0.12577050408687548
8.15,0.22682669279707326
8.16,0.21165155482875525
8.17,0.3606594232844027
8.18,0.4496180341190266
8.19,0.5031308095826785
8.2,0.5841945875085542
8.21,0.6863394525606566
8.22,0.7797164347531529
8.23,0.8249017768353782
8.24,0.9087468188080886
8.25,-1.0027297980018606
8.26,-0.9349534469535239
8.27,-0.8444308682601208
8.28,-0.8143504670340734
8.290000000000001,-0.7089454461023177
8.3,-0.622481999442448
8.31,-0.5140091453133918
8.32,-0.3805400016408158
8.33,-0.36032118922768663
8.34,-0.299263536655415
8.35,-0.1597317465533757
8.36,-1.3088621802369116
8.370000000000001,-1.2050737529746405
8.38,0.040473427309527216
8.39,0.1416542857958987
8.4,0.2387658737365771
8.41,0.22602822987030968
8.42,0.3167997782995195
8.43,0.42479617909534473
8.44,0.540904784073801
8.45,0.622738960004359
8.46,0.7369891847510885
8.47,0.7720638391727606
8.48,0.8325767748998923
8.49,0.9380320686148195
8.5,-1.0016789492131304
8.51,-0.9321577548373462
8.52,-0.7994612050912957
8.53,-0.762412059434299
8.540000000000001,-0.7659064199121091
8.55,-0.5400530895216983
8.56,-0.54094145713645
8.57,-0.4472898472476909
8.58,-0.3769890528735469
8.59,-0.24155822032444554
8.6,-0.18642132735362238
8.61,-0.11509401701878233
8.620000000000001,-0.02945693959306856
8.63,0.02843383909869809
8.64,0.15775294021918135
8.65,0.2162496248457458
8.66,0.27381070632993115
8.67,0.38651706790698237
8.68,0.4786443333549519
8.69,0.5021339934737902
8.700000000000001,0.6073543655356014
8.71,0.7122400204345815
8.72,0.7441546660624674
8.73,0.8884669580931782
8.74,0.9081804931397489
8.75,-1.0195355990338901
8.76,-0.8939048355536028
8.77,-0.8116246101597009
8.78,-0.8159624769622101
8.790000000000001,-0.669975510628323
8.8,-0.6159398185347591
8.81,-0.5305961717509283
8.82,-0.4770682668676715
8.83,-0.3543356935916426
8.84,-0.23962102903550064
8.85,-0.1619894723627494
8.86,-0.1625356337746117
8.870000000000001,-0.04282431501424466
8.88,0.041815200678769204
8.89,0.1227125743215214
8.9,0.2105697099754566
8.91,0.2913168003209522
8.92,0.2867290955103235
8.93,0.43639948654091854
8.94,0.5015721052360173
8.950000000000001,0.5554069180317153
8.96,0.6563469399842549
8.97,0.7888293839819198
8.98,0.8840819482107438
8.99,0.953593649917673
9.0,-1.0217830776320669
9.01,-0.9590473743830978
9.02,-0.8123557574488403
9.03,-0.7668585082077664
9.040000000000001,-0.6954770715230343
9.05,-0.5960029925362494
9.06,-0.5243898339143042
9.07,-0.4349000114971933
9.08,-0.3216487340049913
9.09,-0.3202995150217347
9.1,-0.18357764030039542
9.11,-0.10595576436056639
9.120000000000001,-0.06321473852166039
9.13,0.02223315901529835
9.14,0.08419574106549808
9.15,0.19265020005852132
9.16,0.29085892330628893
9.17,0.34130231508825215
9.18,0.4771771608135599
9.19,0.4956808377312209
9.200000000000001,0.5972259109783186
9.21,0.6911592561393766
9.22,0.7460521293636242
9.23,0.8655747161398328
9.24,0.9329826036061428
9.25,-0.9871159656032404
9.26,-0.9115861723481817
9.27,-0.8653831083874727
9.28,-0.7610717857578332
9.290000000000001,-0.7193760159816478
9.3,-0.5596416929324423
9.31,-0.5010889963964937
9.32,-0.42474618077237003
9.33,-0.31625012753506776
9.34,-0.2835615604944998
9.35,-0.2090001955410499
9.36,-0.12954540311606405
9.370000000000001,-0.007026538175147486
9.38,0.12841940864866563
9.39,0.11887960070022129
9.4,0.22564805168180627
9.41,0.24106152879697315
9.42,0.31649331065199937
9.43,0.48235922083644905
9.44,0.5226018058300747
9.450000000000001,0.6137732148627121
9.46,0.7083145045719742
9.47,0.797704384920958
9.48,0.8515337784303575
9.49,0.9282226216731031
9.5,-0.9791555675821938
9.51,-0.9303541748582964
9.52,-0.8441956368404927
9.53,-0.7385632466614944
9.540000000000001,-0.6296611719551767
9.55,-0.568554806841701
9.56,-0.5009960762118426
9.57,-0.42311633638311735
9.58,-0.3607108532670142
9.59,-0.3103808840702395
9.6,-0.11744587916718705
9.61,-0.08460583858924783
9.620000000000001,-0.027332799839941847
9.63,0.0915022481773628
9.64,0.12078632757485007
9.65,0.19019261078065158
9.66,0.25653859244743094
9.67,0.3477169371944291
9.68,0.4327483035202166
9.69,0.5141014284146697
9.700000000000001,0.6232259647971434
9.71,0.6561759844860879
9.72,0.7492515215661119
9.73,0.841963632781765
9.74,0.9617345056905715
9.75,-0.9705641058975574
9.76,-0.913434647019823
9.77,-0.814963459491476
9.78,-0.7753774337958957
9.790000000000001,-0.7189731841022893
9.8,-0.5834609214320122
9.81,-0.4615351349586293
9.82,-0.44794095479089335
9.83,-0.38785270150423345
9.84,-0.2584041042685375
9.85,-0.20164427689733014
9.86,-0.04893035219043715
9.870000000000001,-0.06516176607399
9.88,0.03760368227498345
9.89,0.16880975130758716
9.9,0.21491311583155404
9.91,0.26523230680312043
9.92,0.35924394903505785
9.93,0.4171803929712602
9.94,0.5585520199410308
